time_s,s_time_corrected_s,No of GPS Satellites Available,Time Since Start of Day (seconds),Latitude (degrees),Longitude (degrees),Velocity (km/hr),Heading (degrees),Height (km),Vertical velocity (km/hr),Sample period (seconds),Steering Angle (degrees),Wheel Speed Front Left (rad/sec),Wheel Speed Front Right (rad/sec),Wheel Speed Rear Left (rad/sec),Wheel Speed Rear Right (rad/sec),Yaw Rate (deg/sec),Indicated Vehicle Speed (km/hr),Indicated Longitudinal Acceleration (g),Indicated Lateral Acceleration (g),Handbrake (0 or 1),Gear Requested (Number fof gear employed 1-5),Gear (Number fof gear employed 1-5),Engine Speed (rev/min),Coolant Temperature (degrees),Clutch Position (0 or 1),Brake Pressure (psi),Brake Position (0 or 1),Battery Voltage (volts),Air Temperature (degrees),Accelerator Pedal Position (0 or 1),S_GPS LATITUDE (degrees),S_GPS LONGITUDE (degrees),S_GPS ALTITUDE (m),S_GPS SPEED (Kmh),S_GPS ACCURACY (m),S_GPS ORIENTATION (Â°),S_GPS SATELLITES IN RANGE,S_TIME SINCE START (ms),S_DATE (YYYY-MO-DD HH-MI-SS_SSS),S_ACCELEROMETER X (m/s²),S_ACCELEROMETER Y (m/s²),S_ACCELEROMETER Z (m/s²),S_GRAVITY X (m/s²),S_GRAVITY Y (m/s²),S_GRAVITY Z (m/s²),S_GYROSCOPE Yaw (rad/s),S_GYROSCOPE Pitch (rad/s),S_GYROSCOPE Roll (rad/s),S_MAGNETIC FIELD X (Î¼T),S_MAGNETIC FIELD Y (Î¼T),S_MAGNETIC FIELD Z (Î¼T),S_ORIENTATION (Yaw) (Â°),S_ORIENTATION (Pitch) (Â°),S_ORIENTATION (Roll ) (Â°)
58096.2,58096.20017,9,58096.2,52.2026998,-2.1968909,41.018,75.237,67.9,0.33,0.1,58.59998,41.03,40.11,41.11,39.89,-9.799988,40.68,-0.09996009,-0.3396599,0,4,3,1279,88,0,2.47998,1,13.7,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13972110,2020-01-08 16:08:15:704,-2.8832,-1.5965,10.1381,0.0021,0.0075,9.8066,0.0739,-0.6089,0.5949,-20.25,-34.75,4,276.75,-81.33,-169.41
58096.3,58096.29917,9,58096.3,52.2027022,-2.1968749,40.738,76.205,67.96,0.37,0.1,63.79999,40.87,39.69,40.89999,39.52,-12.39999,40.3,-0.05915999,-0.36006,0,4,3,1247,88,0,-0.6100159,1,13.6,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13972209,2020-01-08 16:08:15:803,-1.1386,1.2259,8.0453,-0.0188,0.0167,9.8066,0.072,-0.5919,0.4837,-20.5,-34,4.94,286.51,-81.12,-163.04
58096.4,58096.40017,9,58096.4,52.2027041,-2.196859,40.003,78.461,68.03,0.4,0.1,67.5,40.48,39.22,40.52,38.84,-13.29999,39.93,-0.02958012,-0.36006,0,4,3,1277,88,0,-0.1300049,0,13.8,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13972310,2020-01-08 16:08:15:904,-1.4011,-7.0821,10.5553,-0.0412,-0.0007,9.8065,0.2224,-0.6609,0.3108,-21.06,-33.87,4.88,289.37,-80.9,-160.04
58096.5,58096.49917,9,58096.5,52.2027061,-2.1968431,39.884,78.677,68.1,0.44,0.1,69.70001,40.25999,38.89,40.27,38.64,-14.5,39.61,-0.03978014,-0.36006,0,4,3,1296,88,0,-0.1300049,0,13.7,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13972409,2020-01-08 16:08:16:003,-2.5044,-3.3664,7.254,0.0142,0.019,9.8066,-0.1683,-0.5525,0.2195,-21.69,-34.44,5.38,290.01,-80.63,-159.05
58096.6,58096.60017,9,58096.6,52.2027075,-2.1968273,39.323,80.742,68.16,0.46,0.1,69.59998,39.91,38.56999,40.05,38.17,-14.89999,39.27,-0.04997993,-0.3396599,0,4,3,1305,88,0,-0.1300049,0,13.7,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13972510,2020-01-08 16:08:16:104,-2.1233,-7.3559,11.2882,-0.0789,0.0376,9.8062,0.2094,-0.7124,0.3351,-20.94,-33.69,5.19,291.49,-80.88,-158.07
58096.7,58096.69917,9,58096.7,52.2027089,-2.1968115,39.265,81.902,68.23,0.49,0.1,67.70001,39.50999,38.17,39.58,37.98999,-15,39.09,-0.03978014,-0.3294601,0,4,3,1296,88,0,-0.1300049,0,13.7,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13972609,2020-01-08 16:08:16:203,0.656,-1.6758,11.8254,0.0524,0.0299,9.8064,-0.3599,-0.2671,0.1348,-21.19,-33.87,5.94,295.39,-80.6,-156.83
58096.8,58096.79917,9,58096.8,52.2027098,-2.1967959,38.639,83.669,68.28,0.49,0.1,66.09998,39.17999,37.78999,39.28999,37.70999,-13.79999,38.56,-0.02958012,-0.28968,0,4,3,1292,88,0,0.1000061,0,13.7,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13972709,2020-01-08 16:08:16:303,-2.3544,-5.8749,10.4944,0.0261,0.0445,9.8065,-0.2935,-0.5943,0.2579,-21.69,-32.62,6.06,293.42,-80.52,-158.77
58096.9,58096.90017,9,58096.9,52.2027106,-2.1967802,38.758,85.347,68.36,0.54,0.1,65.39996,38.78999,37.56999,38.75999,37.34,-13.79999,38.21,-0.01938009,-0.27948,0,4,3,1288,88,0,0.1000061,0,13.7,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13972810,2020-01-08 16:08:16:404,-0.6187,-0.7645,11.9337,0.054,-0.0086,9.8064,0.0601,-0.0655,-0.1591,-21.12,-33.37,6.13,293.52,-80.45,-158.68
58097,58096.99917,9,58097,52.2027111,-2.1967647,38.29,86.542,68.42,0.55,0.1,65.39996,38.75,37.28999,38.5,37.08,-13.69998,37.68,-0.02958012,-0.28968,0,4,3,1278,88,0,0.1000061,0,13.8,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13972909,2020-01-08 16:08:16:503,-1.0284,-1.4237,10.5268,0.0323,0.0516,9.8064,-0.0656,-0.5475,0.1983,-21.06,-33.44,7.81,296.3,-80.18,-161.09
58097.1,58097.10017,9,58097.1,52.2027113,-2.1967492,38.182,88.032,68.49,0.56,0.1,65.20001,38.17999,36.97,38.31,36.67,-13.69998,37.74,-0.02958012,-0.28968,0,4,3,1277,88,0,-0.1300049,0,13.8,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973010,2020-01-08 16:08:16:604,0.3002,-0.5902,11.2114,-0.0403,-0.0037,9.8065,0.1421,-0.1314,-0.0567,-21.06,-33.19,7.38,294.91,-80.49,-160.16
58097.2,58097.20017,9,58097.2,52.2027114,-2.196734,37.458,89.215,68.55,0.57,0.1,65.20001,38.06999,36.77,38.37999,37.28999,-14.10001,37.52,-0.02958012,-0.28968,0,4,3,1276,88,0,-0.1300049,0,13.8,11.25,0,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973110,2020-01-08 16:08:16:704,-4.3512,-4.1544,5.5197,0.0046,0.0141,9.8066,-0.2432,-0.3955,0.1521,-21.62,-33.12,7.94,297.73,-80.59,-160.04
58097.3,58097.29917,9,58097.3,52.2027113,-2.1967189,37.148,90.517,68.61,0.57,0.1,64.79999,37.75,36.48,37.52,36.06999,-13.39999,37.31,-0.03978014,-0.27948,0,4,3,1270,88,0,0.1000061,0,13.7,11.25,2,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973209,2020-01-08 16:08:16:803,-2.262,-1.5104,9.6954,-0.0466,-0.0245,9.8064,0.3045,-0.2482,-0.217,-20.87,-32.62,8.13,298.18,-80.78,-160.28
58097.4,58097.40017,9,58097.4,52.2027108,-2.196704,36.662,92.216,68.65,0.56,0.1,61.5,37.34,36.20999,37.42999,36.12,-13,37,-0.03978014,-0.27948,0,4,3,1277,88,0,-0.1300049,0,13.8,11.25,9.5,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973310,2020-01-08 16:08:16:904,-3.7812,-7.4412,8.1763,0.0908,0.0531,9.806,0.0175,-0.8726,0.4089,-21.12,-32.12,8.56,300.77,-80.8,-160.9
58097.5,58097.50017,9,58097.5,52.2027101,-2.196689,36.806,93.851,68.73,0.59,0.1,56.20001,37.03,35.8,37.31999,35.73999,-11.89999,36.48,-0.02958012,-0.2499001,0,4,3,1322,88,0,0.1000061,0,13.7,11.25,14.5,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973410,2020-01-08 16:08:17:004,-4.7885,3.1853,7.6763,0.0049,-0.0086,9.8066,0.1201,0.3728,-0.2192,-20.69,-32.25,8.38,298.93,-80.52,-159.62
58097.6,58097.60017,9,58097.6,52.2027091,-2.1966742,36.601,95.689,68.78,0.59,0.1,49.20001,36.64999,35.41,36.59,35.45,-10.89999,36.29,-0.02958012,-0.16014,0,4,3,1451,88,0,-0.1300049,0,13.7,11.25,16.5,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973510,2020-01-08 16:08:17:104,-1.9498,4.1426,8.9207,-0.0153,0.0386,9.8065,-0.1032,-0.0762,-0.0641,-21,-32.94,9.88,303.31,-80.33,-160.17
58097.7,58097.70017,9,58097.7,52.2027083,-2.1966597,35.852,95.31,68.86,0.61,0.1,41.59998,36.44,35.67,36.34999,35.19,-9,35.89,-0.02958012,-0.1193399,0,4,3,1494,88,0,-0.1300049,0,13.7,11.25,19.5,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973610,2020-01-08 16:08:17:204,-0.0471,-1.9866,10.4756,0.0242,-0.0277,9.8066,-0.1429,0.177,-0.2563,-20.94,-33.25,10.38,302.61,-80.44,-160.92
58097.8,58097.79917,9,58097.8,52.202707,-2.1966451,36.115,97.768,68.88,0.57,0.1,32.20001,36.05,35.48,36.16,34.8,-7.699982,35.81,-0.009180069,-0.1091399,0,4,3,1539,88,0,0.1000061,0,13.7,11.25,20.5,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973709,2020-01-08 16:08:17:303,-2.1399,-2.1846,9.7057,0.0483,-0.0122,9.8065,-0.2327,-0.0542,-0.1406,-20.5,-32.56,10.69,304.35,-80.74,-162.93
58097.9,58097.90017,9,58097.9,52.2027058,-2.1966307,35.698,97.54,68.95,0.58,0.1,23.09998,35.78999,35.33,35.81999,34.98,-5.399994,35.54,0,-0.03978014,0,4,3,1578,88,0,-0.1300049,0,13.7,11.25,22,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973810,2020-01-08 16:08:17:404,-2.0378,0.0962,8.6495,0.0057,-0.0231,9.8066,-0.1158,0.0142,-0.1167,-20.56,-33,10.88,303.03,-81.02,-163.7
58098,58098.00017,9,58098,52.2027045,-2.1966163,35.795,98.042,68.99,0.57,0.1,16.79999,35.52,35.44,35.67,35.37,-2.899994,35.52,0,-0.009180069,0,4,3,1631,88,0,0.1000061,0,13.7,11.25,22.5,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13973910,2020-01-08 16:08:17:504,-2.155,-2.2389,7.4585,-0.0099,0.0212,9.8065,-0.0768,-0.2966,0.1864,-19.81,-33.06,11.38,304.51,-81.07,-163.23
58098.1,58098.10017,9,58098.1,52.2027031,-2.196602,35.381,98.745,69.03,0.54,0.1,13.5,35.59,35.34999,35.58,35.2,-1.399994,35.58,0.009180069,-0.009180069,0,4,3,1625,88,0,0.1000061,0,13.7,11.25,23,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13974010,2020-01-08 16:08:17:604,-1.8928,-1.4723,9.423,0.0228,0.0255,9.8066,-0.0585,0.1128,0.1153,-21,-33.25,10.94,304.1,-81.12,-162.89
58098.2,58098.20017,9,58098.2,52.2027017,-2.1965879,35.201,99.041,69.08,0.54,0.1,12.39996,35.58,35.44,35.31,35.14,-0.7999878,35.55,0.02957988,0,0,4,3,1637,88,0,-0.1300049,0,13.7,11.25,24,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13974110,2020-01-08 16:08:17:704,-0.2614,2.3719,10.7158,-0.0286,-0.0461,9.8065,0.0786,0.124,-0.3359,-19.56,-33.37,10.63,305.07,-81.14,-162.83
58098.3,58098.30017,9,58098.3,52.2027003,-2.1965736,35.507,98.531,69.11,0.51,0.1,12.29999,35.58,35.53999,35.53,35.45,-0.8999939,35.58,0.06936002,0,0,4,3,1697,88,0,-0.1300049,0,13.7,11.25,24,52.202343,-2.198283,129.99,13.46,2,67.83,23 / 23,13974210,2020-01-08 16:08:17:804,-1.9561,-2.5425,10.5638,-0.0005,-0.0254,9.8066,-0.1217,0.2657,-0.278,-19.94,-33.5,11.31,302.85,-81.34,-165.05
58098.4,58098.40017,9,58098.4,52.2026989,-2.1965593,35.622,98.876,69.16,0.53,0.1,12.29999,35.72,35.64999,35.55,35.27,-0.6000061,35.64,0.07956004,-0.009180069,0,4,3,1708,87,0,-0.1300049,0,13.8,11.25,24,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13974310,2020-01-08 16:08:17:904,-0.2382,2.181,8.7705,0.0248,0.0153,9.8066,-0.0557,-0.6168,0.1836,-20.12,-33.5,11.13,300.43,-81.24,-167.05
58098.5,58098.50017,9,58098.5,52.2026974,-2.1965447,36.025,98.976,69.19,0.5,0.1,13,35.92,35.87,35.78,35.67999,-0.6999817,35.74,0.08976007,-0.01938009,0,4,3,1666,87,0,-0.1300049,0,13.7,11.25,24,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13974410,2020-01-08 16:08:18:004,-2.531,-3.8493,8.4542,-0.0717,-0.0609,9.8062,-0.1126,-0.1182,0.3303,-19.31,-33.75,11.63,301.22,-81.21,-169.25
58098.6,58098.60017,9,58098.6,52.2026961,-2.1965302,36.054,98.564,69.23,0.5,0.1,13,36.27,36.09999,36.2,35.75999,-0.5,36.06,0.08976007,-0.03978014,0,4,3,1623,87,0,0.1000061,0,13.7,11.25,24.5,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13974510,2020-01-08 16:08:18:104,-1.089,-4.3294,9.8823,-0.0447,0.0092,9.8065,-0.1666,-0.3972,0.3584,-19.75,-33.81,11.19,298.92,-81.56,-168.5
58098.7,58098.70017,9,58098.7,52.2026944,-2.1965156,36.209,99.574,69.25,0.46,0.1,12.79999,36.62,36.44,36.28999,36.19,-1.199982,36.39,0.09995985,0,0,4,3,1575,87,0,0.1000061,0,13.7,11.25,24.5,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13974610,2020-01-08 16:08:18:204,1.8104,1.2116,9.5218,-0.0737,-0.02,9.8063,-0.0946,0.2519,-0.1255,-19,-34.62,11.44,303.85,-82.06,-165.36
58098.8,58098.80017,9,58098.8,52.2026929,-2.1965009,36.508,99.338,69.26,0.42,0.1,12.5,36.84,36.84,36.48999,36.25999,-0.6999817,36.69,0.09995985,-0.009180069,0,4,3,1564,87,0,-0.1300049,0,13.7,11.25,24.5,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13974710,2020-01-08 16:08:18:304,-1.6175,0.3589,10.2362,-0.0109,0.0753,9.8063,-0.0628,-0.0984,0.0229,-19.81,-33.94,10.94,301.5,-82.45,-167.43
58098.9,58098.89917,9,58098.9,52.2026913,-2.1964861,36.742,99.261,69.27,0.38,0.1,12,36.89,36.94,37.06,36.73,-0.6000061,36.93,0.1091399,0,0,4,3,1573,87,0,-0.1300049,0,13.7,11.25,24.5,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13974809,2020-01-08 16:08:18:403,2.4343,0.2704,9.0977,0.0263,0.0339,9.8065,0.084,0.1667,-0.2039,-19.25,-34.25,9.94,301.18,-82.74,-166.45
58099,58099.00017,9,58099,52.2026896,-2.196471,37.48,99.94,69.29,0.36,0.1,11.5,37.28999,37.28999,37.28,37.08,-0.6999817,37.21,0.1091399,0.01937985,0,4,3,1613,87,0,-0.1300049,0,13.7,11.25,24.5,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13974910,2020-01-08 16:08:18:504,0.4053,1.8436,6.4258,0.058,0.0028,9.8064,0.1391,-0.4052,-0.0537,-19.19,-33.94,10.5,301.41,-82.67,-168.68
58099.1,58099.10017,9,58099.1,52.2026879,-2.1964558,37.793,99.87,69.27,0.3,0.1,11.39996,37.75,37.66,37.62,37.44,-0.2999878,37.61,0.09995985,0.0397799,0,4,3,1627,87,0,-0.1300049,0,13.7,11.25,24.5,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13975010,2020-01-08 16:08:18:604,-0.1404,-4.0462,11.0427,-0.0015,-0.0214,9.8065,0.2169,-0.3327,0.2668,-18.56,-34.5,9.88,297.33,-82.86,-170.12
58099.2,58099.20017,9,58099.2,52.2026864,-2.1964406,37.757,99.148,69.28,0.28,0.1,10.79999,38.08,38.09999,38.06,37.75,-0.3999939,38.04,0.09995985,0.009180069,0,4,3,1632,87,0,-0.1300049,0,13.8,11.25,24.5,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13975110,2020-01-08 16:08:18:704,-1.1382,1.6958,7.8322,0.0282,-0.0091,9.8065,-0.079,0.0407,0.0375,-18.81,-34.56,10.56,296.88,-83.43,-173.62
58099.3,58099.30017,9,58099.3,52.2026846,-2.1964252,38.434,99.874,69.26,0.22,0.1,10.5,38.64,38.59999,38.5,38.17999,-0.2999878,38.45,0.1091399,0.0397799,0,4,3,1631,87,0,-0.1300049,0,13.7,11.25,24.5,52.20268,-2.196559,127.4,10.09,3,98.46,22 / 24,13975210,2020-01-08 16:08:18:804,1.8771,0.1315,10.9748,-0.0098,0.0294,9.8066,0.1325,-0.0269,-0.1135,-18.87,-34.25,9.75,294.72,-84.19,-174.51
58099.4,58099.40017,9,58099.4,52.202683,-2.1964096,38.635,99.273,69.24,0.17,0.1,10.5,38.98999,39.09999,39.03999,38.95,-0.1000061,38.99,0.1091399,0.02957988,0,4,3,1630,87,0,-0.1300049,0,13.7,11.25,24.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13975310,2020-01-08 16:08:18:904,1.8176,-1.0554,9.0471,0.0379,0.0045,9.8065,-0.147,-0.0487,-0.1429,-18.19,-34.56,9.75,293.93,-84.4,-176.28
58099.5,58099.50017,9,58099.5,52.2026814,-2.1963938,39.193,99.076,69.22,0.12,0.1,10.5,39.64,39.52,39.41,39.20999,-0.7999878,39.37,0.1091399,0.02957988,0,4,3,1660,87,0,0.1000061,0,13.7,11.25,25,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13975410,2020-01-08 16:08:19:004,0.0063,0.183,9.9303,-0.0447,0.0097,9.8065,0.0318,-0.0471,0.1488,-18.31,-34.81,9.06,291.86,-85.17,-176.8
58099.6,58099.60017,9,58099.6,52.2026798,-2.1963779,39.535,99.049,69.2,0.09,0.1,10.20001,40.08,39.95,39.98999,39.66,-0.7999878,39.79,0.08976007,0.01937985,0,4,3,1672,87,0,0.1000061,0,13.8,11.25,25,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13975510,2020-01-08 16:08:19:104,1.6272,-2.385,9.8383,0.0007,-0.0171,9.8065,-0.0822,-0.0672,0.223,-18,-34.62,8.94,291.73,-85.21,-176.99
58099.7,58099.70017,9,58099.7,52.2026781,-2.1963618,39.996,99.519,69.15,0.02,0.1,9,40.55,40.42,40.70999,40.19,-0.5,40.28,0.08976007,0,0,4,3,1704,87,0,-0.1300049,0,13.7,11.25,25,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13975610,2020-01-08 16:08:19:204,3.6476,0.0705,9.9724,-0.003,-0.0218,9.8066,-0.0636,0.206,-0.1883,-18.69,-34.19,8.63,292.76,-85.51,-175.8
58099.8,58099.79917,9,58099.8,52.2026764,-2.1963457,40.01,99.077,69.13,-0.01,0.1,7.200012,40.86,40.84,40.75999,40.55,-0.3999939,40.71,0.09995985,0.01937985,0,4,3,1738,87,0,-0.1300049,0,13.7,11.25,25.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13975709,2020-01-08 16:08:19:303,2.0154,5.2259,8.157,0.0049,0.0233,9.8065,0.0889,0.6188,-0.5283,-18.5,-33.62,8.63,299.66,-85.57,-170.31
58099.9,58099.90017,9,58099.9,52.2026746,-2.1963291,41.022,99.742,69.08,-0.06,0.1,5.299988,41.23999,41.28,41.09,41,0.2000122,41.11,0.08976007,0.02957988,0,4,3,1763,87,0,0.1000061,0,13.8,11.25,25.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13975810,2020-01-08 16:08:19:404,2.0997,3.121,11.6264,0.0154,0.1238,9.8058,0.2444,0.406,-0.2326,-18.87,-34.19,7.94,304.41,-85.42,-162.09
58100,58100.00017,9,58100,52.2026728,-2.1963125,41.314,99.714,69.04,-0.1,0.1,3.799988,41.50999,41.62,41.50999,41.37999,0.8999939,41.6,0.09995985,0.0397799,0,4,3,1789,87,0,-0.1300049,0,13.8,11.25,25.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13975910,2020-01-08 16:08:19:504,-3.6108,-8.3619,11.8948,-0.0048,0.0459,9.8065,-0.1198,0.8877,-0.3198,-19.62,-33.87,8.5,301.79,-85.65,-166.62
58100.1,58100.10017,9,58100.1,52.202671,-2.1962957,41.803,99.322,69.02,-0.11,0.1,1.399963,42.25999,42.23,42.16,41.86,1,42.14,0.08976007,0.0397799,0,4,3,1820,87,0,-0.1300049,0,13.8,11.25,26.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976010,2020-01-08 16:08:19:604,1.4245,8.0889,5.7951,0.0231,0.0684,9.8064,-0.2015,1.3658,-0.732,-18.62,-34.56,8.25,296.51,-85.7,-169.71
58100.2,58100.20017,9,58100.2,52.2026692,-2.1962788,42.203,99.378,68.98,-0.14,0.1,0,42.78999,42.86,42.73999,42.67999,1.600006,42.59,0.08976007,0.06936002,0,4,3,1816,87,0,-0.1300049,0,13.7,11.25,27,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976110,2020-01-08 16:08:19:704,-3.554,-8.887,10.1949,-0.0026,0.1841,9.8049,0.3718,-0.1046,0.0793,-19.06,-34.5,8.44,294.64,-86.16,-172.37
58100.3,58100.30017,9,58100.3,52.2026673,-2.1962617,42.404,99.779,68.91,-0.2,0.1,0,43.20999,43.34999,42.81,42.94,2.5,43.09,0.08976007,0.09995985,0,4,3,1847,87,0,-0.1300049,0,13.7,11.25,27.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976210,2020-01-08 16:08:19:804,3.1685,-0.974,13.6353,0.1162,-0.0271,9.8059,0.0697,0.6982,-0.6087,-18.44,-34.19,8.25,307.42,-86.54,-161.74
58100.4,58100.40017,9,58100.4,52.2026656,-2.1962444,42.966,98.831,68.88,-0.22,0.1,0,43.77,43.67,43.42999,43.39999,3.700012,43.51,0.09995985,0.1193399,0,4,3,1868,87,0,0.1000061,0,13.7,11.25,27.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976310,2020-01-08 16:08:19:904,-0.8136,-5.2089,10.8313,0.0586,0.0943,9.806,0.4849,-0.641,0.1486,-18.44,-34.75,8.44,300.02,-86.21,-168.04
58100.5,58100.50017,9,58100.5,52.2026638,-2.1962268,43.841,99.206,68.83,-0.24,0.1,0,43.75999,44.14,43.87,43.98,4.600006,43.84,0.1091399,0.12954,0,4,3,1874,87,0,-0.1300049,0,13.7,11.25,27.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976410,2020-01-08 16:08:20:004,3.7942,3.3251,11.7122,0.0779,-0.0755,9.806,0.4079,-0.0443,-0.055,-18.94,-34.69,8.5,300.42,-86.15,-169.33
58100.6,58100.60017,9,58100.6,52.202662,-2.1962089,44.377,98.965,68.79,-0.26,0.1,0,44.36,44.75,44.03999,45.03,5.300018,44.31,0.09995985,0.2193,0,4,3,1877,87,0,-0.1300049,0,13.8,11.25,27.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976510,2020-01-08 16:08:20:104,2.018,1.4657,7.3629,0.1347,-0.0226,9.8056,-0.1717,-0.2932,0.2088,-17.94,-34.19,8.06,294.99,-85.34,-171.57
58100.7,58100.69917,9,58100.7,52.2026606,-2.1961908,44.888,97.259,68.72,-0.31,0.1,0,45.06,45.59,44.89,45.08,6.600006,45.12,0.07956004,0.2193,0,4,3,1899,87,0,-0.1300049,0,13.7,11.25,27.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976609,2020-01-08 16:08:20:203,5.3588,2.0149,13.3996,-0.0759,0.0281,9.8063,0.3539,0.3802,-0.0869,-18.37,-34.62,8.19,295.66,-86.08,-171.95
58100.8,58100.79917,9,58100.8,52.2026591,-2.1961728,44.59,97.039,68.65,-0.36,0.1,0,45.53999,46.00999,45.05,45.59,6.300018,45.72,0.08976007,0.2295001,0,4,3,1915,87,0,0.1000061,0,13.7,11.25,27.5,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976709,2020-01-08 16:08:20:303,3.737,1.4416,12.7982,0.0546,0.0488,9.8063,-0.635,0.099,0.6186,-18.69,-34.75,8.19,284.61,-86.13,178.19
58100.9,58100.89917,9,58100.9,52.2026579,-2.1961544,45.475,95.881,68.58,-0.39,0.1,0,45.86,46.34,45.78999,46.16,6.700012,46.06,0.09995985,0.1795199,0,4,3,1937,87,0,0.1000061,0,13.8,11.25,28,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976809,2020-01-08 16:08:20:403,4.3941,13.2457,9.7913,-0.0982,-0.0544,9.8059,-0.2434,1.3151,-0.4235,-17.37,-34.5,7.13,282.88,-86.54,176.78
58101,58101.00017,9,58101,52.2026568,-2.1961357,46.102,95.541,68.54,-0.38,0.1,0,46.39,46.84999,46.44,46.8,6,46.47,0.09995985,0.13974,0,4,3,1959,87,0,-0.1300049,0,13.7,11.25,28,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13976910,2020-01-08 16:08:20:504,-2.4889,-6.7911,11.8087,0.0395,0.1769,9.8049,0.2668,-0.6819,0.5918,-15.81,-33.12,8.25,280.74,-86.73,170.14
58101.1,58101.09917,9,58101.1,52.2026557,-2.1961169,46.516,95.201,68.5,-0.38,0.1,0,46.95999,47.39999,46.87,47.20999,5.200012,46.97,0.1091399,0.09995985,0,4,3,1970,87,0,-0.1300049,0,13.8,11.25,28,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13977009,2020-01-08 16:08:20:603,1.2892,-4.0888,12.6789,0.0651,-0.1106,9.8058,0.1669,0.5271,-0.3925,-16.19,-32.94,6.81,290.2,-86.4,-176.98
58101.2,58101.20017,9,58101.2,52.2026547,-2.196098,46.483,95.01,68.46,-0.38,0.1,0,47.42999,47.78,47.31,47.47,4,47.51,0.09995985,0.08976007,0,4,3,1985,87,0,0.1000061,0,13.7,11.25,28,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13977110,2020-01-08 16:08:20:704,-0.4917,-5.1278,9.1327,0.0613,-0.0003,9.8065,0.0153,-0.8601,0.6065,-17.12,-33.25,5.56,293.96,-85.76,-168.3
58101.3,58101.30017,9,58101.3,52.2026538,-2.1960788,47.347,94.191,68.42,-0.38,0.1,0,47.92999,48.22,47.78,47.81,3.899994,47.89,0.08976007,0.08976007,0,4,3,2006,87,0,-0.1300049,0,13.7,11.25,28,52.20268,-2.196559,127.4,10.09,3,98.46,23 / 24,13977210,2020-01-08 16:08:20:804,1.3346,-2.0091,11.5127,-0.0165,-0.1635,9.8052,0.2092,-0.1498,0.294,-18.81,-33.37,5.94,305.29,-85.41,-155.91
